entry,mid,instspeed,exit,length,inst_speed
195.86806745647402,196.4510820882823,13.08508106899639,197.23395365720924,16.08,
208.71143710655025,209.2857438213917,13.480133997201495,210.0328904355917,16.08,
216.44883560578904,217.16345288782816,11.569047044260337,218.03328891988227,16.08,
222.8401602338786,223.5305917198827,11.094547876148795,224.44632076269045,16.08,
234.38475118353747,235.08933020923595,11.693229836094334,235.95095290961146,16.08,
295.0977796243538,296.09693377817985,9.699893965585597,297.1464595014684,16.08,
297.4502935672235,298.1899871736693,9.545567370527264,299.2923263369815,16.08,
305.86084579671814,306.5152534892088,11.636492185329278,307.41235029304045,16.08,
312.81410893964744,313.53922576506426,11.056671993241068,314.6384462783692,16.08,
333.7171317769713,334.2722451253008,13.93965017772109,334.9950145017941,16.08,
363.6357902984177,364.22224867285576,13.702903948809016,364.95750539691403,16.08,
376.4641808632214,377.2576031163468,9.58539674957679,378.2487739706804,16.08,
380.4414835669151,381.15927479988056,10.67822352780145,382.1027818774709,16.08,
390.4632986987806,391.22041251263715,11.82380793772326,392.06573984061663,16.08,
466.702243981291,467.3144309894584,12.692283621708855,468.1092656785898,16.08,
469.28630873759636,470.26862386706193,9.571160159769995,471.2786111072346,16.08,
471.5048210827713,472.26751418976596,11.666580523000558,473.1330106791482,16.08,
477.38929861156936,478.0234966593276,9.98368078549463,479.0363361309594,16.08,
487.3948805886773,488.08483570961937,12.370898499861426,488.8992593561798,16.08,
503.5375021904118,504.1918318020664,11.573749287221245,505.06370140868626,16.08,
520.5702598787021,521.1917148909904,11.86671492890337,522.0397175341917,16.08,
554.4594786716416,555.2880449373685,9.241438637689889,556.4374937823142,16.08,
564.1055814295258,565.1247908035217,6.6202629301611875,566.9693434729994,16.08,
625.9514876590066,626.5045983310747,13.894739058183527,627.2443804501518,16.08,
633.8985299715844,634.499111050425,12.724475535023588,635.2943331216509,16.08,
657.0,658.3132736282204,13.13271487553794,659.0800155146744,16.08,
675.5144128593379,676.3091459221514,10.07309459314605,677.3366593279703,16.08,
680.9314515730439,681.5775199616465,11.839649862326263,682.422306384233,16.08,
685.5233481508442,686.1061601154104,13.91621345992144,686.830146729765,16.08,
713.3948739654991,714.2540566230111,8.749222680926389,715.4380488293318,16.08,
718.8054412323204,719.3769472219707,13.447174398580321,720.1283857316536,16.08,
747.4169076255167,748.0250804076102,12.220573649935673,748.8495222510206,16.08,
775.3586476031683,776.014060433472,10.816369617083744,776.9455330646932,16.08,
813.364542491985,814.0608949718231,11.177468569881224,814.9622754771224,16.08,
834.7516547746689,835.3432951371215,12.902573585707184,836.1234631611729,16.08,
842.5521744550636,843.2262771655546,11.50819410372204,844.101576426282,16.08,
868.0,869.4954727836974,14.741066594317287,870.1829600628023,16.08,
900.8942564442045,901.5477393978074,11.740494559479856,902.4408551017984,16.08,
908.4540320356186,909.0049361184332,13.294323714793105,909.762789807243,16.08,
941.6068407380675,942.3422746367311,11.46738705590925,943.2171340734728,16.08,
952.621031449995,953.3683491532593,11.5108204460692,954.2484300635775,16.08,
1013.0549963962413,1014.0562103272936,9.700202193015322,1015.0758941310116,16.08,
1015.3841346582728,1016.2390311336692,10.13750021563753,1017.2134340086938,16.08,
1017.534720649255,1018.3363189595292,10.840775674979676,1019.2587971144272,16.08,
1024.8215912520525,1025.5106639517187,11.744185393351326,1026.3515966207037,16.08,
1035.5077036185908,1036.3030421852893,9.081711397118028,1037.8175073053874,16.08,
1052.3632288856143,1053.0034944633317,12.592300445303643,1053.8035986469358,16.08,
1075.496514919563,1076.1050903337973,12.48697068353992,1076.9119435348516,16.08,
1097.5614139337565,1098.2487296816378,11.902770853452786,1099.0913923119463,16.08,
1101.459170978245,1102.322100152658,7.522342225759534,1103.0,16.08,
1103.427549193047,1104.0607070134254,14.096363851322213,1104.775441137328,16.08,
1198.5901989850295,1199.4030399532064,10.5047722783935,1200.6335332532608,16.08,
1214.8405964124547,1226.6026065873682,1.0969529636085111,1232.7062245452291,16.08,
1233.355905283725,1234.317979079392,8.601904303597939,1235.4656800255802,16.08,
1247.731842099998,1248.392156171826,11.33231697230367,1249.288080429436,16.08,
1250.7338293274083,1251.3619320814555,12.386429124139319,1252.1759372369377,16.08,
1270.0248124995821,1270.5525689182116,14.508860587346529,1271.236077882794,16.08,
1295.4744954830617,1296.0540430456765,12.752135388888592,1296.8441187436079,16.08,
1307.838150112757,1308.4902762624808,11.948367523416938,1309.3264317746118,16.08,
1350.853442106724,1351.538665699885,11.12233404673669,1352.413934064912,16.08,
1464.7131003661027,1465.3226806784387,12.850369714033095,1466.1154608722616,16.08,
1468.8211966923318,1469.4395190263463,12.145333493166401,1470.2649727898527,16.08,
1515.6525695665662,1516.231117858722,12.878195563459823,1517.0126527647665,16.08,
1524.6213626644492,1525.1889858752365,12.848178855068516,1525.9731555526,16.08,
1551.562212544508,1552.343343339825,11.129297880375054,1553.2211472002957,16.08,
1559.4254272407284,1560.223755928916,10.611937322289915,1561.1548093648626,16.08,
1579.4623675267123,1580.16936841053,9.482339394295515,1581.2740629872553,16.08,
1588.5866571560923,1589.188250965004,10.447251113858451,1590.1229403473221,16.08,
1593.576239666575,1594.1372876744824,14.187297500082733,1594.8474407016836,16.08,
1613.3841142978433,1614.1258073216597,10.295475923052772,1615.0961854641282,16.08,
1621.061374806264,1621.6072711019974,14.026737975368237,1622.3401955344991,16.08,
1656.850187363703,1657.3467245980205,15.428390834900403,1657.9997513702422,16.08,
1662.4030192281816,1663.1788198735271,10.267200696892122,1664.1579033009737,16.08,
1691.5396529640293,1692.165786537843,13.036410992356481,1692.9386336253883,16.08,
1726.583334712031,1727.3847018756542,10.633662351672356,1728.2812378255924,16.08,
1737.5215601336001,1738.3118839786898,11.148637578988755,1739.1830570654445,16.08,
1782.4083400390493,1783.0990143728714,11.875780550238538,1783.9473924836714,16.08,
1843.647554154646,1844.2213833508986,13.615930657160249,1844.9613366101487,16.08,
1855.4991741467954,1856.0705751380192,12.909847054775936,1856.8509989668016,16.08,
1866.7812231314883,1867.3698717738434,12.818661619761086,1868.1555854967146,16.08,
1887.8503855655504,1888.3850778515894,14.009866118017989,1889.101726291384,16.08,
1899.8714591821029,1900.403684407563,14.526912818147531,1901.1030685366525,16.08,
1913.7408595791253,1914.30293326277,13.471259382541962,1915.0543173909393,16.08,
1919.3865000583778,1920.060155718494,11.43314532169417,1920.941378862607,16.08,
1922.721377210678,1923.3293724184236,12.621726390987094,1924.1338473674489,16.08,
1939.9891093148524,1940.560486693471,13.424718187177033,1941.3234444698135,16.08,
1955.8226818141586,1956.4473933699985,12.068419671742447,1957.2802073512394,16.08,
2018.87718635285,2019.4842407173403,12.623648430941072,2020.2697638090206,16.08,
2030.0,2031.5363481339186,13.78712256007537,2032.2748702916447,16.08,
2078.8285839351583,2079.4626776339896,12.335502555456682,2080.2956646560615,16.08,
2088.554501247429,2089.322886644022,10.299344796566333,2090.282801538539,16.08,
2097.6639741841027,2098.476757898293,9.704494188831719,2099.5316832855533,16.08,
2104.875785675507,2105.461159651784,13.099946281600392,2106.232021397958,16.08,
2139.5301280627073,2140.152855934834,13.169481086919816,2140.9178938433893,16.08,
2179.5735989391105,2180.30860887035,11.17474141405643,2181.1976940665127,16.08,
2188.4460606610864,2189.1463855846578,12.065519138867204,2189.9814223660455,16.08,
