entry,mid,instspeed,exit,length
76.01893132243764,80.61669870153086,13.11464935695383,103.4266447974146,156.57
100.95145319534556,105.28612165118274,14.22450868104741,112.19781821589837,156.57
126.99929039816857,132.42230444480597,11.259457255036553,174.4653852657107,156.57
128.84355629241654,134.2240926804678,9.808961559650072,176.7454977155978,156.57
131.0156829633438,136.3492906970266,10.339315167458345,178.7928734039683,156.57
132.83798561297627,138.29928740594187,9.583716320746571,180.87886561735493,156.57
134.69522290076046,140.17468608618668,10.797607026932742,182.83993348648033,156.57
136.48961275003603,142.1019131369795,12.370898344718693,184.64966196547667,156.57
143.3653773618384,149.01654319094277,10.117317846660152,190.98265944115383,156.57
173.08433749722076,177.34326343295484,11.388927682833788,192.84949041722788,156.57
175.5090488224642,180.19493784726106,8.410640028363776,194.6472159773209,156.57
193.8732009909497,198.0589918924186,14.340685795066236,239.32970377913847,156.57
214.94437764998742,219.57906870923685,12.838136091334812,246.67238233159358,156.57
217.3752303428631,222.0277112530357,13.080579136400234,248.63911697371472,156.57
230.2571353907115,236.49077468987863,9.904838657647645,252.66519943473585,156.57
258.5828280965691,263.2452957370335,12.512436175647847,307.31405073036103,156.57
275.4831710731573,280.13016506447303,12.779735784984421,310.3211688401909,156.57
300.1161075884609,304.60518686941913,12.861351075648573,316.5350507770329,156.57
321.9200201837832,327.5102294054414,10.776530516053484,375.5859493577054,156.57
323.79129947950383,329.45038447604264,10.294981832558472,378.22320452313096,156.57
332.4812691798739,337.0227364257095,14.468525246123669,380.5404526219411,156.57
350.4710411633307,355.12899517609316,12.462324817612842,384.77366935319867,156.57
353.36760776561033,358.1826355372866,12.590346156013918,386.7255781545342,156.57
360.90157859270283,366.0217714886753,10.894526671247656,390.4980763513568,156.57
365.86175820493526,370.31962654373257,14.203876026207318,392.3803918647211,156.57
369.8590771543505,374.52745031414054,12.445072165054402,394.2475316528021,156.57
373.0072957842891,378.14941321110183,10.508914008388198,396.13820455610914,156.57
375.4778750008468,380.3373263660151,8.969321101499194,397.87292691877457,156.57
403.1547891316875,408.50872290078973,11.123479117704095,446.37530501995946,156.57
410.68500673634435,415.18754776930524,12.724759514011865,448.83341817182054,156.57
432.81210835299015,438.4250499584416,11.091027095724565,457.04991463538823,156.57
434.7293187037184,440.2739454502171,9.27979395259132,458.93347441545376,156.57
439.7942087334967,444.3684948589488,12.749438169827743,460.67605765422053,156.57
447.0226078160439,452.09495991188845,11.760013762295701,462.69901340684385,156.57
473.89703547942423,478.33729727439874,14.522546341364883,516.4962721066263,156.57
483.16238074082736,488.29949110024444,11.059545010399033,518.5508824165357,156.57
494.2696206581886,500.01323676473265,9.727294315366212,524.2962183953545,156.57
530.817652953534,536.038258167299,11.665427628912767,579.456676688464,156.57
536.2779033690564,541.1514315330603,12.776171659029668,584.5880651492527,156.57
538.7811709661806,543.5372053215012,12.513667773517891,586.7621482961684,156.57
571.4287042498055,576.4191030833493,11.419412458573321,590.7852218105556,156.57
577.6834108119915,582.4850755158299,11.653414702540072,592.6684004681704,156.57
579.521895470401,584.3206322104962,12.56095868786136,594.5277298324474,156.57
581.2765790095307,586.1166348282767,11.84338452847318,596.3548707604751,156.57
