entry,mid,instspeed,exit,length
318.3555018112457,319.3155346523282,8.179501625535309,322.6722361960483,19.3
588.1705628292848,589.0627158796462,6.998286450068818,594.7019660499706,19.3
696.3519027534044,697.050249401349,7.008761652539085,698.5886155610424,19.3
874.4878788101591,875.2266806948384,7.237332010160327,876.6342094509669,19.3
1398.3045120584923,1399.289311244101,7.725580502122001,1400.6039019058865,19.3
1507.2701581493006,1508.01453845849,6.481440028201096,1509.605189837564,19.3
1670.4508996579953,1671.4023146732927,8.559859111047649,1677.7539561104618,19.3
2028.2116500254904,2029.2082484257955,7.117723014072577,2030.685684575755,19.3
2388.1192301738697,2389.013389257068,6.250613679637285,2390.6371568012396,19.3
3214.3299538686783,3215.0560113293013,7.07942320347745,3216.5539294143855,19.3
3738.272339019302,3739.2373487381865,6.8424398372831545,3741.5115244752265,19.3
3740.5936916437176,3742.0722364096273,5.6187962525564386,3743.942704635375,19.3
4460.132429928081,4461.294614811988,7.978187861207513,4462.644645400168,19.3
4465.656464429171,4467.044447489922,5.81495528439759,4468.793260164573,19.3
4908.330794713703,4909.339773153566,7.865914605332642,4910.705562797225,19.3
5290.394114928701,5291.072849218206,7.256178358383849,5293.392215324425,19.3
5380.5870662313,5381.342288270645,8.425664857714887,5382.588327193579,19.3
5641.609086612093,5642.3524433211305,7.92673230257331,5644.535555222871,19.3
5988.263566894544,5989.220556145276,7.842135604156865,5995.621011642757,19.3
6168.195414159369,6169.089036881442,6.881919889533336,6178.557107429733,19.3
6260.820332660216,6262.194401905511,6.40794545230203,6263.8019875152995,19.3
6438.275318657667,6439.276941920524,7.063662741804906,6441.507803082557,19.3
6898.539823637086,6899.2702995249265,8.011460594286845,6900.5625166693135,19.3
7970.6579924781045,7972.003060686938,6.609163267366849,7973.561396370947,19.3
8060.9412157661045,8062.25953528154,7.117149032539592,8063.697377073339,19.3
