entry,mid,instspeed,exit,length,inst_speed
188.507331425308,197.15204589043282,12.943552842928788,203.74739207834756,181.82,
200.3552426403844,207.29819117819662,14.373265074395015,212.85799422800986,181.82,
212.07196559012718,222.08693846829865,10.055097299948589,271.9021390690427,181.82,
273.5260498414569,282.3585120278081,11.538874516166313,289.37978971927345,181.82,
453.5300705981935,462.0940799020145,12.266108325476434,469.5495425402414,181.82,
633.5271702977199,641.4284143232941,14.08582716638305,648.5199602726148,181.82,
641.2054831054136,649.2867626954375,14.071739517982424,727.3281271136194,181.82,
832.1791277211859,839.0370173436291,14.978481149375751,844.6998627110258,181.82,
834.453324881994,843.0060041038253,11.94456780030535,902.5593715215147,181.82,
1203.5539588448105,1212.2106511030956,12.077277568291105,1261.6644030320263,181.82,
1205.8337888238989,1214.0155049685488,12.68061536717713,1282.122557471904,181.82,
1207.713171572342,1216.1238998537838,13.150332551704604,1284.7395644001326,181.82,
1219.0,1227.250923068318,13.119796626568641,1290.068965541444,181.82,
1223.121678931876,1231.5423463028585,12.301530681768178,1293.9063444909416,181.82,
1311.0,1319.6128993680186,13.933669613625616,1552.212348658966,181.82,
1467.753963234227,1475.3758717469211,13.185564553177922,1554.6253417763266,181.82,
1807.7444299387432,1815.30176475587,14.625338001496491,1821.9837382128192,181.82,
1814.090614211962,1823.3516705716659,11.342682185612103,1838.2862994507248,181.82,
1816.0665067278137,1825.1368565700466,11.46590028628586,1898.0911833237212,181.82,
1819.2493606955456,1827.5329168135877,12.533981546005894,1904.2960732847746,181.82,
1898.2087069335284,1907.2248529361088,11.903848779421887,2106.214742457744,181.82,
1907.4536435781501,1915.0658246048408,14.89131075584954,2108.618775194231,181.82,
1911.2497191550199,1918.5047661014476,14.484217053938467,2161.341406018563,181.82,
1915.7019090393944,1925.0005249699987,9.535137679947564,2170.6153952701497,181.82,
2370.8861297617955,2382.1891960569496,9.151570836141008,2431.442975945181,181.82,
2366.677397338448,2374.4201887727245,12.61397263590204,2450.6077312438397,181.82,
2453.888211106907,2465.1001279460725,8.673964766703623,2795.1531695967615,181.82,
3336.231394115984,3344.100364462096,13.662254667462797,3601.3606926246703,181.82,
3340.4053357502607,3348.4965181142998,12.424879568612562,3604.196580646011,181.82,
3404.5533895564195,3413.4564886356316,11.111449770722931,3610.1282155309104,181.82,
3626.833276299824,3635.1749825528864,12.497121214725661,3645.0,181.82,
3656.6881507182543,3665.2564868068757,12.076002885543815,3694.028719341717,181.82,
3658.5407508163253,3667.076529018451,11.877594994954993,3700.454943358988,181.82,
3905.947297553324,3915.137223866128,11.498310402087457,3980.1784692046235,181.82,
3976.160629123454,3986.0603227839647,9.735118658570027,3999.012008367669,181.82,
3985.1766050872866,3993.4696597611196,12.078317300501737,4054.2535938951196,181.82,
3988.0,3997.5047819283527,11.622320395515686,4056.432669901636,181.82,
4041.8184867546497,4050.5517984021603,12.57446511707379,4064.0797799691222,181.82,
4043.82707871889,4052.346125716298,12.369506803275948,4066.2954197499485,181.82,
4164.989583687614,4172.180101855805,13.458919162002273,4178.220619827596,181.82,
4177.763218171972,4186.245249468108,10.635851942990453,4239.612938083491,181.82,
4594.050203738025,4602.5967682479995,12.651488945839763,4608.814533240494,181.82,
4699.390782376638,4709.116296733962,10.115259148729926,4716.899174917913,181.82,
4704.023431419784,4712.237154620944,12.174267519395002,4718.983984349481,181.82,
4708.589127250686,4716.411208389343,13.163631342506559,4772.44742072683,181.82,
4804.366170417579,4811.404712056703,13.650533381933782,4866.00540047056,181.82,
4843.0,4852.082443875571,13.12960129024467,5134.543594040511,181.82,
4883.011244604775,4893.0035937437915,9.82171783559197,5153.451110055243,181.82,
4951.0,4960.263237940195,7.8406491851864475,5321.264127746822,181.82,
5943.0,5951.593219833475,15.395923582764727,5957.049985402988,181.82,
5969.820701782157,5979.413434195589,10.476587968539794,6033.623017792826,181.82,
5971.794811572097,5981.343501278591,10.229885922622154,6038.2887513263895,181.82,
6243.699959684065,6251.516297695003,13.149480952218704,6303.0,181.82,
6321.0,6331.038124404665,10.892930148865783,6481.331066064589,181.82,
6368.0,6377.32747024959,12.299954560243709,6907.0,181.82,
6371.561467005507,6381.178917328479,10.986604604217016,6931.384841938754,181.82,
7113.763515264492,7406.078173039169,7.599187669718015,7487.711548857099,181.82,
7844.184871449544,7852.377761625253,13.614917474375963,7858.298979705836,181.82,
7846.319824396043,7854.45044851776,14.033719332900699,7860.558223547555,181.82,
7852.056310961434,7860.043198226223,12.940313588145033,7866.542834386391,181.82,
7203.0,7914.478149879785,,7904.0,181.82,11.18783083762552
7856.960773245271,7866.3231852867475,11.587176391146963,7921.489587793275,181.82,
7867.416508687942,7876.3199584143085,11.400863684076512,7930.241108216348,181.82,
7869.498227917909,7879.173320973592,10.131506356243952,8101.464759772761,181.82,
7895.091165831808,7902.425376923387,13.626612833657028,8110.099230521434,181.82,
7907.0,7916.390501734369,10.296862128600687,8127.994227169858,181.82,
7913.0,7924.188515309637,7.267369794689123,8191.3384727072025,181.82,
