interval,instspeed,avgspeed
0.0,12.810103843844137,11.523771705562876
1.0,13.13269173221563,8.117029773552165
2.0,11.974633421913941,5.284659597506055
3.0,12.221619857715748,9.95158496333454
4.0,12.674053326226383,8.46076348092302
5.0,13.062960787674758,6.773346372702309
6.0,11.90272898172589,5.974904179546835
7.0,12.884546521343683,5.83632781411537
8.0,7.263237904112176,3.8763423757987825
9.0,12.95599896328238,9.416127552029014
10.0,12.41629930797944,7.849130645915103
11.0,12.302704215791765,6.788003434716883
12.0,12.497400989590759,9.248009879294072
13.0,12.35981686084427,7.431426554266716
14.0,11.42398093478472,3.7768197597107105
15.0,8.419800091444591,4.552493726007975
16.0,12.06744388344086,9.632131935201189
17.0,11.975676322284174,4.839643482385512
18.0,12.883720999709661,6.375040562420854
19.0,11.581540833322695,5.202768220017717
20.0,7.911032994661932,4.065294581126928
21.0,11.340061626552252,4.4547761646387745
22.0,9.60491569303967,1.712444172772989
23.0,9.978109881460723,2.735787413065854
24.0,9.456656052288668,5.451471447615785
25.0,10.080029482349122,5.717641401799625
26.0,11.151380863156763,9.875974755829768
27.0,5.556,5.556
28.0,8.511376044845367,7.314544173699265
