interval,instspeed,avgspeed
0.0,13.473935043000486,13.021606395786227
1.0,12.232162995373073,11.123087074555787
2.0,11.565048520064781,10.162469860187368
3.0,12.483940073551711,11.316603089045707
4.0,12.456278393176298,11.162755148800525
5.0,12.124200466277294,10.93705164355346
6.0,12.57726360785431,11.374055856529779
7.0,11.60296650750427,10.472503388894193
8.0,12.103303034903353,10.87716606258811
9.0,11.288586521475551,9.517367346673273
10.0,11.540181761961623,10.086755495991333
11.0,12.807330376922499,11.676517973920655
12.0,12.352639270710917,10.775554219670038
13.0,12.899681343253008,11.12139355623987
14.0,11.772217125431009,10.611774288252347
15.0,12.540304576771481,11.136434261801947
16.0,12.259028183279478,11.109770624391903
17.0,12.661002996134329,10.99574528775594
18.0,12.464050445537149,11.220673786550185
19.0,12.692352066969365,11.529903149765946
20.0,12.169908199182485,10.76642270557306
21.0,11.926932265399653,10.848113795743597
22.0,11.39975268478899,10.168616009834746
23.0,11.688133698636207,10.778581760950939
24.0,12.212057898273585,11.244160073536275
25.0,12.504812081905145,11.64753363844332
26.0,13.704549954414244,13.083625970037009
27.0,12.786036091402153,11.992122155302457
28.0,11.965944038351253,11.46726251451168
