interval,instspeed,avgspeed
0.0,12.882032168955003,6.363791830715557
1.0,12.753945603466853,5.961580798943863
2.0,12.09785297441897,5.693148256589196
2.0,13.999170680636896,5.693148256589196
3.0,12.288594413526377,4.458297972479501
3.0,11.071496643251178,4.458297972479501
4.0,12.118132834147175,6.132778203888903
5.0,11.583078230978947,5.098284109699838
6.0,11.830329526922615,5.9082988394304055
7.0,12.087296280971913,4.88519030352142
8.0,11.637982560615765,3.3334446734626604
9.0,11.90945578414905,6.539364667255602
10.0,12.265354664875975,5.519823853123497
11.0,12.639511245334488,7.482543015684314
11.0,14.269467512050197,7.482543015684314
12.0,13.016696273721266,5.025849286349462
12.0,12.855340697414219,5.025849286349462
13.0,12.290015274741743,4.9076065974382965
14.0,10.769299846194164,2.817267544144873
15.0,10.889404195730533,1.9874186407984418
16.0,8.915937715319027,1.2595640477049999
17.0,10.910635908122657,4.605845215705968
18.0,10.718140404591768,2.3534993718121324
19.0,7.267697272896411,0.4932412330641164
20.0,0.0,0.46935803130496817
21.0,7.713933337245142,0.0
22.0,0.0,1.3735082314351093
23.0,7.145763512540908,0.0
24.0,11.162272667937527,0.2996510952480617
25.0,10.061500685901299,1.439254351905464
26.0,0.0,0.9935871941716431
27.0,11.33496971159362,1.0733476155456168
28.0,10.44902415926478,1.9731030492992312
29.0,9.693464955545393,2.8397696212881978
30.0,13.139497239801974,9.934379307740201
