interval,instspeed,avgspeed
0,13.89,13.89
1,13.89,13.89
2,13.89,13.89
3,13.89,13.89
4.0,12.479491908076607,10.065937715346616
5,13.89,13.89
6,13.89,13.89
7,13.89,13.89
8,13.89,13.89
9.0,8.436887400444107,8.772354195493378
10.0,12.818089562032297,2.9338119094045667
11,0,0.0
12.0,12.17304898040908,10.659390689755599
13.0,12.929319226699967,11.581352077470124
14,13.89,11.852128985162453
15.0,12.063584291282154,10.951851625033031
16.0,12.063141362568265,11.114075939167568
17.0,12.840054332820129,4.529702120142159
18.0,13.161931175363698,4.379526072834559
19.0,12.377367082571475,8.749975303700467
20.0,12.352112114030572,10.244854641882009
21.0,11.750819095325738,1.3378602998000242
22,0,0.5671388247524891
23,0,0.0
24.0,11.977226341401686,10.967112364164894
25.0,12.642592360085464,4.157137417718599
26.0,13.190900532105804,8.524056397043918
