interval,instspeed,avgspeed
0.0,11.822302387313414,10.91078196025467
1.0,12.193293772404381,10.452598477325918
2.0,11.466279360959835,8.999195669294288
3.0,12.313054018000946,9.876198178633436
4.0,11.91425821881912,10.614123704351822
5.0,12.152725393246032,10.03325004439793
6.0,12.27467778234578,5.632120894169051
7.0,11.993099863859715,6.077639810263695
8.0,11.9669885815432,9.305859427963856
9.0,11.433099052208485,7.466442149796643
10.0,12.684655065211636,10.362837860139583
11.0,12.288364647572589,8.165061963534033
12.0,12.637919870801827,9.560223716950361
13.0,12.222660666460671,8.71769699259325
14.0,12.530155096467494,10.854800828664823
15.0,12.05678943673062,8.325496432631331
16.0,11.92468722275788,10.918707159597076
17.0,12.082198526287826,10.424407787315216
18.0,12.198166863999356,10.136648680277343
19.0,11.574606601586506,3.560296218700018
20.0,14.270231517608309,5.467780939801929
21.0,11.922551359515689,7.0517738811448485
22.0,11.505319889294741,2.153811810540276
23.0,11.852131497811408,5.473363359179747
24.0,11.625915141150577,11.044569447550463
25.0,12.614158665456618,11.766954240693167
26.0,12.692704457812304,11.833429836363813
27.0,11.835003140015337,11.052672003442
28.0,12.51727402483185,11.837270551465148
29.0,11.031183391867168,10.803775243323951
30.0,10.026341769733317,10.1730826475485
