interval,instspeed,avgspeed
0.0,8.670354100921942,7.160108985644396
1.0,8.106881456745452,6.69013162909158
2.0,8.763089475795638,7.2333302306759215
3.0,9.199327127471806,7.596942876912488
4.0,8.782491248019566,7.2527135304198085
5.0,8.82481773419551,7.2693391896183375
6.0,9.222167032487231,7.60159237903936
7.0,8.375464765224358,6.903219279525755
8.0,8.873392331853383,7.317354138732824
9.0,9.6278311045409,7.950807914124321
10.0,7.497385888796701,6.199878551375984
11.0,8.22963743660919,6.796158527391611
12.0,8.773650181800884,7.24541244479857
13.0,8.913535922812173,7.352418017444131
14.0,8.366513758883494,6.902140518399122
15.0,8.146431807211098,6.727446065618536
16.0,8.867498418097638,7.322913731619636
17.0,9.037418999388423,7.463236706522802
18.0,8.206820252144789,6.78283405019813
19.0,8.965262760426919,7.3784034261836515
20.0,7.658323708927971,6.317385135460193
21.0,8.384590362723173,6.917629294097259
22.0,8.154357906702199,6.733991557938124
23.0,9.402549529224993,7.759031541533815
24.0,8.233183738014676,6.760944009862894
25.0,8.989551589178944,7.408372665577654
26.0,8.587325236968198,7.0809208809126725
27.0,8.29584755657568,6.850835841541479
