interval,instspeed,avgspeed
0.0,13.460798102734831,13.418228880367428
1.0,12.229567652090996,9.767049595856394
2.0,12.458137561062692,8.56853066616942
3.0,10.09912470878131,5.351587839758407
4.0,11.976050764736303,7.352210055686572
5.0,11.303156243617604,6.088576499593606
6.0,12.65982793982618,7.659978048457537
7.0,12.561195183784605,6.015561751103482
8.0,12.282010314628895,7.126265288834466
9.0,12.378845526605641,4.196755789920641
10.0,10.049748221643657,5.590450756696271
11.0,12.875729360784295,5.996238503271309
12.0,9.369383240643446,4.2181250300618895
13.0,7.347939883270837,4.5257681347528145
14.0,10.735460776393673,5.91977294812169
15.0,11.399893481957104,4.0531837048248445
16.0,9.696134011793026,4.480722051434292
17.0,9.8413325043705,7.56131753328537
18.0,12.914058003440243,5.640240778529307
19.0,9.512522733128716,4.522276813007511
20.0,12.330994993199473,5.7572291082463405
21.0,11.921457229899174,7.407409006589026
22.0,9.532224460719876,5.396095243234594
23.0,12.819300026317183,5.840170853484786
24.0,10.336699669650155,4.999672843106919
25.0,11.65151020224001,5.679341548295901
26.0,10.345913399098734,5.534487312197781
27.0,11.712931247401922,7.386903427848756
