interval,instspeed,avgspeed
0.0,6.900545479863608,7.057055374197708
1.0,8.519231457409536,7.426802604917972
2.0,7.089728309500236,7.155437097514091
3.0,7.027492101627456,7.047259341177396
4.0,7.125636672407836,5.596449899640344
5.0,6.885995361299433,6.559340102551343
6.0,7.432960224138351,6.737897135930455
7.0,5.768979040119086,5.250639928646797
8.0,7.148222560604459,6.39775676594387
9.0,7.357277678783516,6.376056201962819
10.0,7.172772536416671,6.70109858786969
11.0,7.31026951043827,6.5804135535247354
12.0,7.300102040191488,6.217480096217261
13.0,7.026769650658418,6.066526345913984
14.0,7.79473551652772,6.326288043970536
15.0,7.146946610263842,6.07412860920117
16.0,7.0131007468054065,6.080086863068205
17.0,7.2673753491542925,5.526415931224841
18.0,7.322986129778359,6.489153006100404
19.0,7.2612866106885905,6.7108003639238705
20.0,7.204458025200393,6.2930899960847935
21.0,7.4525446801391295,5.992253310056467
22.0,7.023238786959974,6.411185277238883
23.0,5.551278562644156,4.389329675436987
24.0,6.780294241190418,6.602274132955367
25.0,7.269247361037046,6.941698055283974
26.0,8.517376160008798,8.262894322940536
27.0,12.635059790811905,12.602726469649358
28.0,11.47189431611983,11.303641459991342
