interval,instspeed,avgspeed
0.0,13.524774136788702,13.343642002754915
1.0,12.049680184590661,10.745606871037898
2.0,12.514828009959986,12.445525573081563
3.0,11.377684849233159,11.338881561975866
4.0,7.66051355694681,7.079113871099989
5.0,9.024822419161847,6.78538220825339
6.0,10.776160457884393,8.975954743232242
7.0,9.75720093725532,6.388285493606662
8.0,8.678409082482148,6.424157811891732
9.0,9.850598510123747,5.171304600112125
10.0,11.34154822489711,10.507841742306587
11.0,12.639308175371037,11.073402672430557
12.0,8.96448029281576,6.2102174556718674
13.0,10.596758505117954,9.029707832842854
14.0,12.00994314176477,9.72889179169769
15.0,5.772705942434508,5.098334496864547
16.0,3.324893862668856,0.6681341451190093
17.0,10.583328014314613,7.163561031342175
18.0,12.35990984961331,11.066246769256175
19.0,8.67692347009697,6.043504302850073
20.0,8.10317383120552,5.2600970630010675
21.0,8.063817811811157,5.776402780754139
22.0,9.071301442789352,6.848136237016715
23.0,7.889390503141859,7.684857495209565
24.0,5.374260091149696,2.6205870509540574
25.0,3.2913845059504587,1.6162277304012609
26.0,7.832653741173246,3.9868885113493944
27.0,12.209534426396848,10.356930170738059
28.0,12.038675463612654,9.997738889707248
29.0,11.112,11.112
30.0,12.557158600708675,10.797358527306848
31.0,8.334,8.334
32.0,7.10453815512609,5.673938363038187
33.0,8.141416849313256,8.017724605816673
