interval,instspeed,avgspeed
0.0,12.388326915435496,9.792347148339356
1.0,12.19907368973156,8.887837202320046
2.0,12.391777519036516,8.220788721873678
3.0,12.526634662507012,7.462444196029864
4.0,12.237427101987922,6.798653685062559
5.0,12.124874278690793,5.280432604709323
6.0,10.404817618868908,2.0487304472479493
7.0,8.135859015570016,2.2187416876537744
8.0,6.768210395361595,2.355542708842693
9.0,7.909183727847757,3.7403324652763112
10.0,6.90092016908598,2.046371459288118
11.0,7.568291373209628,1.3593886748595632
12.0,8.55715573378074,4.082313755457218
13.0,9.642908498049133,4.372117620267735
14.0,6.612024240070786,1.6346650351622767
15.0,6.880719133096358,1.0055721791979941
16.0,5.661664482772208,1.8911903888656976
17.0,7.971745602058651,3.1820548153132115
18.0,7.237248025259089,2.13138819541416
19.0,8.81028129720555,3.2570978371469743
20.0,6.276919870551046,3.2581771558244235
21.0,6.18627331416363,3.457891867505885
22.0,4.567155522595941,1.359176920542732
23.0,5.719604807253984,1.8493050123066062
24.0,9.9685098492913,4.414343449477369
