interval,instspeed,avgspeed
0.0,9.967856096202777,8.736725115139686
1.0,8.6298432656257,7.146549088186815
2.0,8.38754245986738,6.94001052536575
3.0,8.727213939164248,7.223064775222994
4.0,8.742466248525592,7.240461406725492
5.0,8.405220599712253,6.950524484871883
6.0,8.337968778023114,6.90406644807035
7.0,8.667271844516453,7.176485919789239
8.0,8.666957865406427,7.0070756556948695
9.0,8.419347145347988,6.903659094284481
10.0,8.614101756846814,7.085907128816407
11.0,8.648190184937462,7.172795420822442
12.0,8.78551164175724,7.2683727043729345
13.0,8.281737092628603,6.853702928821758
14.0,8.348795837121266,6.805072883934862
15.0,8.454969878036314,6.915606120070453
16.0,8.496652306826814,7.035653169791985
17.0,8.505859345857903,7.041109450955645
18.0,8.484811837747127,6.916246103474471
19.0,8.576040146965815,7.08973998020228
20.0,8.69506786269412,7.115522067307198
21.0,8.51156913848826,6.89128218717066
22.0,8.512827337455136,7.047626871195407
23.0,8.525090014475676,6.88139578478189
24.0,8.693597062559512,7.047486701987658
25.0,8.758032527298926,7.062253050922195
26.0,8.719212022135132,7.178890371844116
27.0,9.528642463278478,8.239337906159976
28.0,7.003443742438636,5.799785388008782
29.0,8.74947626252516,7.243335304712514
30.0,8.184868906129097,7.2590417780449314
31.0,8.487611583107421,7.509945324463634
32.0,12.876399458253491,12.567517226356824
