interval,instspeed,avgspeed
0.0,11.803068012382699,5.958977403964352
1.0,11.316318581396356,7.946463760940492
2.0,11.58124517528842,7.589186655763972
3.0,11.394977368382651,6.24041202771747
4.0,10.729855407773297,5.40921030427393
5.0,11.3291299812125,6.5230653972942845
6.0,11.330736740406985,7.7302940569608065
7.0,11.242380959052507,8.177095094733552
8.0,11.805309797076903,5.2784273584383055
9.0,11.659633581895694,7.537793297047841
10.0,11.01260273326693,7.310966173720081
11.0,10.571316098852492,5.065656083853299
12.0,11.22338767231371,5.82104225231807
13.0,11.259481882385016,6.806439621574379
14.0,11.112610743823364,4.741521269858889
15.0,10.847489091114088,6.016177072860509
16.0,11.584595934530688,6.59068676392304
17.0,10.942021507083766,4.9908719131288235
18.0,11.163023135521366,6.056176298654968
19.0,10.340207680602504,5.0409542050773
19.0,11.069986312450615,4.812049127937149
20.0,8.89056620767143,4.092048466245215
20.0,8.465222836883843,5.130753688661782
21.0,11.141608008787971,6.813584114025055
21.0,8.42930098434172,4.6987045406798895
22.0,5.94139124149915,4.145565444265366
22.0,10.748953504449073,6.351437078446524
23.0,11.764491513372022,8.180480906754699
24.0,9.354879866046574,8.093982955123781
25.0,12.234578574896652,10.201659192541992
26.0,11.706780536847793,9.263958997386267
27.0,13.15255597071455,11.302667529447136
28.0,13.154825544621906,12.782208554094833
29.0,10.807722842640327,10.744129134944473
30.0,10.75195961106967,10.642724880739358
31.0,10.548932537384832,10.518977211267464
32.0,10.723880308700235,10.711995987399298
