300,0.04168056018672891,2.0,179.94,2.0
600,0.04168056018672891,2.0,179.94,2.0
900,0.37512504168056016,18.0,179.94,2.0
1200,0.16672224074691563,8.0,179.94,2.0
1500,0.10420140046682227,5.0,179.94,2.0
1800,0.33344448149383127,16.0,179.94,2.0
2100,0.39596532177392463,19.0,179.94,2.0
2400,0.020840280093364454,1.0,179.94,2.0
2700,0.5626875625208403,27.0,179.94,2.0
3000,0.4168056018672891,20.0,179.94,2.0
3300,0.5001667222407469,24.0,179.94,2.0
3600,0.5418472824274758,26.0,179.94,2.0
3900,0.4168056018672891,20.0,179.94,2.0
4200,0.5001667222407469,24.0,179.94,2.0
4500,0.5210070023341113,25.0,179.94,2.0
4800,0.39596532177392463,19.0,179.94,2.0
5100,0.5001667222407469,24.0,179.94,2.0
5400,0.5001667222407469,24.0,179.94,2.0
5700,0.35428476158719574,17.0,179.94,2.0
6000,0.5001667222407469,24.0,179.94,2.0
6300,0.5001667222407469,24.0,179.94,2.0
6600,0.2917639213071024,14.0,179.94,2.0
6900,0.37512504168056016,18.0,179.94,2.0
7200,0.5418472824274758,26.0,179.94,2.0
7500,0.2917639213071024,14.0,179.94,2.0
7800,0.1458819606535512,7.0,179.94,2.0
8100,0.0,0.0,179.94,2.0
8400,0.0,0.0,179.94,2.0
8700,0.0,0.0,179.94,2.0
9000,0.0,0.0,179.94,2.0
9300,0.0,0.0,179.94,2.0
9600,0.0,0.0,179.94,2.0
