-24452782#8_0,11410.62,87996.21,11414.466666666667,88064.59333333334,11417.53,88126.82
-24452783#5_0,11277.78,88774.98,11284.5425,88848.88375,11292.75,88939.5
-24452786#2_0,11820.73,88338.75,11833.0725,88394.74500000001,11846.03,88453.21
-24452786#6_0,11806.7,88129.99,11812.41,88222.1,11818.79,88325.24
-24452786#9_0,11803.07,87981.42,11804.5825,88048.48,11806.09,88115.54
-24452804_0,11539.33,89150.64,11529.57,89102.26000000001,11519.81,89053.88
-259871063#1_0,11825.84,89416.86,11897.773333333333,89380.825,11941.06,89352.38
-27067577#2_0,11685.12,88491.24,11779.048000000003,88472.45800000001,11838.62,88460.53
-27067577#6_0,11440.07,88540.24,11558.735,88516.51166666667,11670.48,88494.17
-274022921#1_0,12176.35,88631.81,12110.6225,88725.745,12047.07,88817.12
-274022921#3_0,12197.28,88603.24,12191.783333333333,88610.63333333332,12186.33,88617.98
-274022921#4_0,12256.01,88524.17,12226.735,88563.58,12197.46,88602.99
-274022921#6_0,12382.72,88365.29,12327.736666666666,88434.02333333333,12267.67,88509.06
-279032146#2_0,11882.25,89071.22,11846.502499999999,89129.67,11810.71,89186.69
-279032146#4_0,11937.71,88974.05,11904.4125,89032.32749999998,11889.72,89058.04
-279365144#3_0,11994.95,89844.21,12054.05,89950.935,12097.88,90028.53
-286094870#10_0,11664.31,88375.41,11671.001999999999,88425.99799999999,11678.84,88486.67
-286094870#14_0,11633.63,88135.13,11647.598,88244.69399999999,11662.37,88360.47
-286094870#18_0,11614.9,87988.49,11623.78,88058.042,11631.72,88120.19
-286094870#2_0,11707.28,88712.43,11714.515,88769.1125,11722.36,88830.63
-286094870#6_0,11680.6,88501.48,11692.196,88593.818,11705.46,88698.14
-286094874#4_0,11729.61,88835.81,11880.201428571429,88829.78142857143,12024.51,88823.75
-286094874#4_1,11729.73,88839.01,11880.347142857141,88832.97714285715,12024.64,88826.94
-286094877_0,11488.11,88895.31,11600.585,88866.765,11713.06,88838.22
-286094877_1,11488.9,88898.41,11601.375,88869.865,11713.85,88841.32
-286094881#1_0,11516.59,89039.32,11501.35,88976.405,11486.11,88913.49
-286361759#1_0,11513.1,89049.21,11440.477499999999,89066.80500000001,11326.99,89094.58
-286841509#2_0,11912.0,89683.4,11936.79,89731.18,11984.3,89822.76
-286841509#4_0,11859.95,89583.07,11887.820000000002,89636.78666666668,11905.09,89670.08
-286847289#0_0,11298.98,88943.89,11384.555,88921.89,11470.13,88899.89
-286847289#0_1,11299.78,88946.99,11385.355,88924.99,11470.93,88902.99
-286847301#1_0,10883.62,88676.84,10932.273333333333,88674.22333333333,10987.94,88671.23
-297757247#2_0,11923.87,89548.5,12001.082,89517.734,12117.2,89471.67
-297757247#3_0,11861.64,89572.8,11887.57,89562.705,11913.5,89552.61
-297757248#1_0,10876.86,88566.51,10877.416666666666,88622.69333333331,10877.9,88671.47
-297896463#1_0,11817.35,89590.96,11827.763333333334,89586.65000000001,11848.03,89578.26
-297896463#2_0,11781.65,89605.29,11792.86,89600.825,11804.07,89596.36
-297896463#3_0,11692.07,89640.23,11730.099999999999,89625.42,11768.13,89610.61
-302240826#6_0,10926.83,89048.28,10858.875,89064.03,10795.53,89078.59
-302240826#6_1,10926.08,89045.17,10858.147500000001,89060.91500000001,10794.81,89075.47
-303889712#0_0,11119.82,89667.94,11166.775,89649.07500000001,11213.73,89630.21
-303889712#1_0,11080.32,89683.1,11093.325,89678.155,11106.33,89673.21
-303889712#3_0,10996.31,89715.64,11020.799999999997,89706.13666666666,11066.88,89688.26
-303889712#6_0,10853.08,89770.97,10929.183333333334,89741.56,10968.29,89726.45
-304476025#11_0,12415.69,88761.62,12411.189999999997,88696.185,12407.04,88636.26
-304476025#12_0,12416.28,88769.65,12416.0,88765.79,12415.72,88761.93
-304476025#3_0,12399.73,88531.04,12394.052,88449.34,12388.34,88367.05
-304476025#6_0,12407.04,88636.26,12404.27,88596.38999999998,12400.75,88545.59
-306997494_0,11597.42,89676.66,11638.005000000001,89661.055,11678.59,89645.45
-306997496#1_0,10913.41,89921.53,10989.730000000001,89891.02666666667,11028.68,89875.46
-306997497#2_0,11724.94,88851.5,11737.222000000002,88942.912,11749.65,89029.92
-306997498#3_0,11527.55,89044.07,11619.552,89040.744,11741.55,89036.33
-307096544#1_0,12459.74,89248.05,12468.846666666666,89366.26666666666,12473.53,89427.01
-307096544#3_0,12452.73,89115.72,12455.416666666666,89167.04666666668,12458.65,89230.3
-307096544#5_0,12431.16,88865.48,12440.074,88963.236,12451.76,89101.18
-307097146_0,11851.76,89569.95,11835.505000000001,89499.515,11819.25,89429.08
-307097147#2_0,11632.11,89483.21,11735.695,89447.4975,11811.52,89422.19
-307097147#3_0,11455.12,89549.2,11536.8,89518.67,11618.48,89488.14
-315886536#3_0,11056.87,89864.24,11100.150000000001,89847.2175,11166.95,89821.04
-31794904#0_0,12381.05,88845.29,12384.535,88842.48999999999,12388.02,88839.69
-31794904#2_0,12300.1,88911.33,12342.796666666667,88876.38,12380.82,88845.48
-31794904#6_0,12165.49,89018.88,12220.534,88974.88399999999,12286.82,88921.99
-31794905#4_0,11816.07,89413.91,11802.789999999999,89344.44166666665,11791.46,89286.68
-41389166#4_0,10957.21,89115.27,10992.485,89107.01166666667,11047.88,89094.04
-41389166#7_0,10813.49,89148.73,10875.925,89134.2025,10943.17,89118.55
-41389169#13_0,12343.48,89124.6,12400.949999999999,89115.10666666667,12442.93,89107.97
-41389169#14_0,12308.82,89129.64,12319.01,89128.205,12329.2,89126.77
-41389173#1_0,12164.27,89033.92,12175.693333333335,89087.53666666667,12187.6,89144.45
-41389183#2_0,11891.99,89066.27,11978.594000000001,89127.21,12037.83,89169.32
-41963902#10_0,10725.47,88285.46,10792.56,88284.102,10865.21,88282.64
-41963902#4_0,11003.18,88279.85,11150.906666666664,88276.86499999999,11245.37,88274.96
-41963902#6_0,10879.67,88282.34,10932.32,88281.26999999999,10984.97,88280.2
-496249903#0_0,12250.06,89438.94,12260.05,89491.56,12270.04,89544.18
-496249903#1_0,12215.21,89281.74,12232.419999999998,89357.60333333333,12247.14,89424.38
-496253672_0,11039.44,89001.86,11142.38375,88977.3625,11284.02,88947.39
-496253672_1,11040.41,89004.91,11143.109999999999,88980.47625,11284.67,88950.53
-496253674#1_0,12234.57,88103.03,12232.800000000001,88032.05,12230.72,87964.89
-496253677#0_0,12139.01,88111.47,12184.055,88110.16,12229.1,88108.85
-496253677#13_0,11638.57,88126.04,11727.962,88123.432,11797.43,88121.41
-496253677#17_0,11423.41,88132.31,11528.176000000001,88129.25399999999,11623.52,88126.48
-496253677#18_0,11256.96,88137.16,11332.95,88134.945,11408.94,88132.73
-496253677#19_0,11001.95,88144.6,11122.23,88141.09,11242.51,88137.58
-496253677#2_0,11979.13,88116.12,12038.699999999999,88114.38666666666,12124.61,88111.89
-496253677#21_0,10878.34,88148.19,10931.065,88146.66,10983.79,88145.13
-496253677#23_0,10728.0,88152.59,10779.776666666667,88151.06999999999,10863.82,88148.61
-496253677#9_0,11811.91,88120.99,11871.438333333334,88119.25666666667,11960.55,88116.66
-496253679#6_0,11262.94,88555.43,11269.869999999999,88659.51555555555,11276.66,88760.74
-496253680#2_0,11268.13,88546.42,11346.6225,88544.18500000001,11425.51,88541.94
-496253680#3_0,11005.62,88553.92,11097.460000000001,88551.29666666668,11253.57,88546.84
-496253680#6_0,10882.4,88557.43,10931.303333333335,88556.04,10987.15,88554.45
-496253682#3_0,11295.67,88960.58,11310.641666666668,89039.71833333334,11319.65,89087.24
-496253684#3_0,11353.46,89220.29,11370.148,89288.02399999999,11389.89,89367.57
-496253684#6_0,11322.77,89101.4,11335.513333333334,89151.12666666666,11347.34,89196.4
-496253687#1_0,11234.77,89625.9,11282.686666666666,89613.29333333333,11318.25,89604.15
-496257360#3_0,11217.97,89947.38,11148.8875,89974.11000000002,11106.77,89990.4
-496257360#5_0,11323.82,89906.5,11272.506666666666,89926.31999999999,11231.49,89942.15
-496332196#0_0,12110.15,89072.34,12131.33,89051.385,12152.51,89030.43
-496332196#1_0,12050.83,89167.19,12076.295,89125.125,12101.76,89083.06
-496332197#5_0,12040.27,88840.69,12085.281250000002,88911.02500000001,12157.77,89017.66
-496332198#4_0,11831.15,89210.6,11921.79166666667,89196.28833333333,12034.58,89177.76
-496332199#1_0,11958.43,89329.31,12008.51,89240.40333333332,12039.52,89185.98
-496332200#1_0,12245.47,89140.65,12267.983333333332,89136.52333333333,12291.36,89132.3
-496332200#4_0,12194.22,89149.25,12208.6275,89146.93,12231.36,89143.16
-496332200#7_0,12057.09,89173.97,12125.247500000001,89161.70999999999,12180.08,89151.65
-496332201#4_0,12030.56,88840.81,11985.078571428572,88905.38285714286,11945.49,88961.77
-496332203#2_0,10781.33,89022.53,10843.4475,89007.65,10913.85,88990.8
-496332204#0_0,10936.68,89051.71,10943.575,89081.405,10950.47,89111.1
-496332204#1_0,10924.42,88997.39,10928.23,89014.38,10932.04,89031.37
-496339475#2_0,10716.92,88692.2,10785.810000000001,88683.695,10869.05,88677.38
-496339476#3_0,10720.02,88563.33,10791.816,88560.67199999999,10867.85,88557.9
-496339477#10_0,10871.46,88015.56,10871.967999999999,88071.976,10872.66,88142.72
-496339477#2_0,10875.49,88428.61,10876.035,88483.2275,10876.72,88551.96
-496339477#5_0,10874.14,88291.31,10874.815,88360.265,10875.35,88414.21
-496339477#7_0,10872.8,88157.25,10873.51,88228.83666666667,10873.99,88276.84
-496339496#3_0,12474.77,89441.33,12485.35125,89538.185,12510.21,89683.07
-496493905#2_0,11729.49,89753.73,11757.773333333333,89827.55666666666,11774.19,89870.4
-496493905#3_0,11689.96,89650.52,11707.15,89695.4,11724.34,89740.28
-497943357#2_0,11117.93,89678.2,11140.9375,89734.31999999999,11173.02,89812.58
-497943357#4_0,11083.84,89595.04,11100.15,89634.82333333335,11112.43,89664.77
-497943357#6_0,11050.44,89513.58,11066.723333333333,89553.28333333334,11078.38,89581.71
-499302825#3_0,12130.02,88106.12,12127.794,88044.38999999998,12125.18,87971.99
-504514704#4_0,11668.72,88364.89,11739.378333333332,88348.51833333333,11810.2,88332.11
-504514704#6_0,11434.41,88404.52,11545.27,88389.93999999999,11654.04,88368.31
-521058769#1_0,11544.85,89177.01,11560.19,89244.64666666667,11574.54,89308.37
-521131211_0,11257.27,88418.22,11259.715,88479.58,11262.16,88540.94
-521131212#0_0,11254.35,88283.57,11255.59,88343.685,11256.83,88403.8
-521131212#1_0,11251.53,88146.16,11252.79,88207.67,11254.05,88269.18
-521131212#2_0,11248.54,88002.07,11249.493333333332,88047.64000000001,11251.23,88131.71
-536826453_0,11325.64,89601.35,11383.575,89577.92000000001,11441.51,89554.49
-545315834#1_0,10966.74,89178.22,10979.375,89230.07,10992.01,89281.92
-545315834#2_0,10953.81,89125.12,10960.275,89151.67,10966.74,89178.22
-546374573#4_0,10880.66,88810.54,10900.359999999999,88895.11,10921.11,88983.24
-546374573#5_0,10877.92,88686.13,10878.073333333334,88741.45,10878.79,88795.97
-552358549#4_0,11312.86,89098.03,11179.722857142857,89130.75142857143,11090.65,89152.72
-554514664#2_0,11021.02,89438.14,10970.86,89450.47000000002,10908.48,89465.81
-554514664#3_0,11155.36,89404.62,11095.195,89419.64499999999,11035.03,89434.67
-554648350#1_0,11395.57,89388.59,11421.57,89466.16666666667,11448.04,89545.8
-556031052#2_0,12355.73,89933.85,12341.07,89870.29,12320.21,89779.83
-561994814#0_0,11515.21,89711.76,11498.699999999999,89718.08,11474.83,89727.22
-561994814#3_0,11585.13,89684.85,11557.29,89695.61499999999,11528.66,89706.61
-562025613_0,11452.95,89559.43,11486.5,89629.7625,11520.23,89700.37
-562025614#0_0,11380.18,89760.33,11422.223333333333,89744.03666666667,11473.69,89724.24
-571719005#1_0,10821.81,89691.42,10896.836666666668,89661.13666666666,10935.6,89645.49
-71285598#4_0,12205.34,89278.35,12089.688571428573,89308.57999999999,11967.73,89339.26
-71285598#5_0,12256.95,89268.78,12238.339999999998,89271.82333333332,12219.49,89275.16
-71285598#6_0,12348.38,89256.89,12309.755,89261.85,12271.13,89266.81
-71285598#7_0,12445.54,89244.02,12404.135,89249.52,12362.73,89255.02
-72871334#0_0,12458.25,89785.57,12459.36,89776.725,12460.47,89767.88
-72871334#3_0,12445.46,89901.38,12452.439999999999,89836.8775,12458.25,89785.57
-81239973#1_0,12454.15,89906.03,12502.223333333333,89889.30333333333,12540.43,89876.01
-81239973#3_0,12365.61,89936.86,12412.826666666668,89920.40999999999,12439.93,89910.97
-81239973#4_0,12255.32,89975.18,12303.645,89958.39,12351.97,89941.6
-81239973#5_0,12099.81,90029.26,12170.74,90004.59,12241.67,89979.92
-81357763#0_0,11786.12,89727.31,11759.45,89736.935,11732.78,89746.56
-81357763#1_0,11843.75,89704.56,11822.425,89713.08499999999,11801.1,89721.61
-81357763#3_0,11900.74,89681.78,11873.75,89692.57333333332,11857.3,89699.15
-81357763#5_0,11966.33,89654.48,11940.49,89665.285,11914.65,89676.09
-81509011#2_0,12165.32,89810.29,12212.470000000001,89902.72,12247.41,89971.37
-81509012#2_0,12315.45,89759.14,12296.800000000001,89678.29666666668,12274.65,89582.27
-gneE5_0,11271.5,90064.7,11248.439999999999,90007.64499999999,11225.38,89950.59
107538158#0_0,11727.34,89258.5,11666.356666666667,89290.25666666667,11584.36,89322.49
107538164#0_0,11022.59,89019.83,10985.052,89032.024,10940.96,89044.89
107538164#0_1,11021.4,89016.86,10984.086000000001,89028.98000000001,10940.22,89041.78
107538178#0_0,12420.82,88852.79,12407.72,88847.802,12397.81,88842.12
107538178#0_1,12421.28,88849.62,12409.11,88844.99599999998,12399.88,88839.68
107538178#1_0,12389.22,88832.29,12387.949999999999,88829.54,12386.55,88825.81
107538178#1_1,12391.91,88830.55,12390.86,88828.24666666666,12389.67,88825.05
107538192#4_0,11156.64,90115.01,11192.1625,90101.315,11268.37,90071.94
107538192#4_1,11157.79,90117.99,11193.3225,90104.295,11269.54,90074.92
107538192#7_0,11281.8,90066.75,11337.355,90045.16500000001,11392.91,90023.58
107538192#7_1,11282.96,90069.73,11338.52,90048.14499999999,11394.08,90026.56
107538204#0_0,11722.61,89222.56,11640.454999999998,89198.69,11549.81,89172.33
107538204#0_1,11723.5,89219.49,11641.352499999999,89195.615,11550.71,89169.26
107538207#0_0,11191.97,89448.06,11228.340000000002,89434.39666666667,11263.73,89420.73
107538207#2_0,11264.19,89420.55,11315.830000000002,89401.315,11382.0,89376.6
108037210#0_0,11021.76,89002.42,11019.365,88996.255,11016.97,88990.09
108037210#1_0,11012.02,88976.12,10997.331666666667,88898.93666666666,10993.07,88799.88
108037210#4_0,10993.49,88784.32,10993.635,88732.035,10993.78,88679.75
111343195#0_0,11681.88,89638.11,11660.507500000002,89582.10750000001,11626.87,89494.51
111343195#3_0,11622.02,89480.66,11599.6275,89408.32500000001,11576.61,89330.7
142297097#0_0,11275.88,89786.1,11265.3275,89757.045,11259.83,89740.36
152086640#0_0,12464.98,89436.11,12414.843333333332,89435.28666666667,12386.06,89434.89
152086640#1_0,12371.51,89434.81,12299.176000000001,89433.79399999998,12254.91,89433.17
152086640#5_0,12240.24,89435.28,12183.82,89453.10333333333,12150.06,89463.73
158782352#4_0,10814.72,89486.87,10856.023333333333,89476.09666666666,10877.79,89470.42
158783758#2_0,11811.72,89860.46,11802.277142857143,89796.37714285713,11792.6,89731.18
158783758#7_0,11790.28,89715.37,11784.340000000002,89675.09666666668,11775.77,89617.35
158783760#0_0,11073.52,89593.18,11061.54,89597.965,11049.56,89602.75
158783760#1_0,11036.09,89608.17,10991.6325,89626.2525,10964.64,89637.23
158854903#0_0,11007.5,88985.01,10972.716,88985.924,10928.69,88990.38
158895303#0_0,12507.08,89683.77,12482.181250000001,89538.60375,12471.58,89441.62
158895309#2_0,10784.31,89595.69,10860.043333333333,89568.65000000001,10898.85,89554.79
158995079#0_0,11673.72,89907.35,11633.025,89797.715,11592.33,89688.08
159216680#0_0,11899.96,89841.79,11869.162,89757.628,11850.94,89707.77
159216680#3_0,11845.92,89694.07,11831.483333333335,89654.59999999999,11812.44,89602.55
159244459#0_0,11070.06,89681.01,11057.82,89649.33333333333,11043.31,89611.32
159244459#2_0,11038.15,89597.74,11024.795,89562.655,11011.44,89527.57
159279412_0,11876.51,89062.89,11814.975,89051.295,11757.12,89040.82
159307912_0,11964.08,87976.81,11969.617499999998,88030.45,11973.38,88110.68
159315419_0,12454.85,89696.64,12394.94,89655.00333333334,12282.6,89578.19
159315419_1,12456.94,89694.22,12396.86,89652.45,12284.31,89575.49
159315422#0_0,12248.29,88831.63,12265.448,88862.15,12292.67,88909.9
159315422#1_0,12298.41,88926.29,12318.578,89027.82800000001,12336.86,89119.76
159315422#5_0,12339.15,89134.38,12340.130000000001,89143.015,12341.11,89151.65
159315422#6_0,12344.19,89173.62,12350.909999999998,89215.06999999999,12355.91,89246.97
159315422#8_0,12357.92,89261.31,12369.716,89349.79,12379.81,89425.47
159315426#0_0,12100.08,89075.51,12019.137499999999,89021.50875000001,11945.3,88972.26
159315446#0_0,12307.94,89138.52,12320.265,89146.88,12332.59,89155.24
159315446#1_0,12351.09,89167.6,12402.166666666666,89201.52,12448.27,89232.52
160253722#0_0,12380.02,88821.42,12375.32,88821.57,12370.62,88821.72
160253722#0_1,12379.91,88818.22,12375.21,88818.37,12370.51,88818.52
160253722#1_0,12370.32,88821.73,12313.8775,88823.615,12252.9,88825.64
160253722#1_1,12370.21,88818.53,12313.7675,88820.4175,12252.79,88822.45
160253722#4_0,12238.38,88826.13,12145.493999999999,88829.30600000001,12050.5,88832.39
160253722#4_1,12238.28,88822.93,12145.388000000003,88826.106,12050.4,88829.19
160253726_0,12425.56,88774.23,12449.628,88782.764,12469.57,88793.93
160253726_1,12426.07,88777.39,12448.556,88785.652,12467.76,88796.57
160253727_0,12427.96,88865.73,12427.575,88863.41,12427.19,88861.09
160321090_0,12241.66,89150.34,12252.875,89204.445,12264.09,89258.55
160913587_0,12270.19,88515.27,12314.86,88522.61333333333,12394.2,88536.04
161010065#0_0,11268.49,88770.28,11122.292500000001,88783.54583333332,11008.2,88792.82
161010072#1_0,10987.55,88794.68,10932.96,88799.82,10885.15,88804.32
161010072#3_0,10870.57,88805.69,10790.422499999999,88813.35250000001,10729.35,88819.25
161036801#7_0,11219.95,89937.15,11200.062,89887.93399999998,11175.67,89827.59
161036803#0_0,11041.05,89496.7,11034.42,89469.475,11027.79,89442.25
161036803#1_0,11024.37,89428.24,11012.735,89380.3925,10994.71,89306.49
162442431#0_0,11134.74,90117.95,11107.342,90051.54199999999,11087.69,90004.03
162442431#4_0,11082.26,89990.9,11055.1425,89925.04250000001,11037.25,89881.52
186483750#0_0,10870.7,89337.24,10887.405,89404.35500000001,10900.9,89458.62
203481580#0_0,10881.03,88419.68,10933.525000000001,88418.245,10986.02,88416.81
203481580#2_0,11004.37,88416.31,11098.494999999999,88413.73749999999,11248.16,88409.65
203481580#4_0,11262.57,88409.25,11353.998,88406.754,11419.96,88404.95
227913938#0_0,12479.74,87948.98,12449.61,88013.12375,12409.06,88099.75
227913938#7_0,12403.96,88113.33,12390.1675,88230.04375,12390.46,88349.49
228022791_0,12469.63,89688.8,12478.909999999998,89691.52333333333,12491.73,89691.72
228022791_1,12467.47,89691.16,12477.993333333332,89694.49333333333,12492.18,89694.89
228022792#0_0,12534.09,89775.44,12545.403333333334,89828.97000000002,12553.48,89867.7
228022792#0_1,12530.96,89776.11,12542.273333333333,89829.62333333334,12550.35,89868.34
228022793_0,12421.28,89749.84,12421.265,89749.73999999999,12421.25,89749.64
228022808#0_0,12416.71,89755.77,12382.843333333332,89762.17,12327.61,89772.54
228022808#0_1,12416.1,89752.63,12382.236666666666,89759.02999999998,12327.0,89769.4
228022808#2_0,12313.08,89775.35,12278.045,89782.29000000001,12243.01,89789.23
228022808#2_1,12312.46,89772.21,12277.425,89779.15,12242.39,89786.09
228022808#3_0,12242.71,89789.29,12205.63,89796.48,12168.55,89803.67
228022808#3_1,12242.1,89786.15,12205.02,89793.34,12167.94,89800.53
228022808#4_0,12154.16,89806.54,12101.053333333335,89817.27666666666,12056.93,89825.87
228022808#4_1,12153.51,89803.41,12100.426666666666,89814.14,12056.32,89822.73
228022808#6_0,12047.52,89827.72,12022.805,89832.645,11998.09,89837.57
228022808#6_1,12046.89,89824.58,12022.185,89829.505,11997.48,89834.43
228022809#0_0,11980.27,89841.1,11893.081999999999,89859.078,11823.26,89873.67
228022809#0_1,11979.66,89837.96,11892.426000000001,89855.94399999999,11822.59,89870.54
228022809#4_0,11810.35,89877.14,11797.345000000001,89881.20999999999,11784.34,89885.28
228022809#4_1,11809.39,89874.08,11796.46,89878.13,11783.53,89882.18
228022809#5_0,11771.88,89889.54,11701.07,89916.09333333332,11626.4,89944.73
228022809#5_1,11770.78,89886.54,11699.909999999998,89913.10999999999,11625.16,89941.78
228022809#7_0,11625.8,89944.97,11597.189999999999,89955.79000000001,11568.58,89966.61
228022809#7_1,11624.66,89941.97,11596.07,89952.79000000001,11567.48,89963.61
228022809#8_0,11568.41,89966.69,11529.56,89982.23999999999,11490.71,89997.79
228022809#8_1,11567.22,89963.72,11528.369999999999,89979.27,11489.52,89994.82
228022809#9_0,11490.42,89997.9,11453.375,90012.385,11416.33,90026.87
228022809#9_1,11489.26,89994.92,11452.215,90009.4,11415.17,90023.88
228022810_0,12425.66,89743.67,12435.145,89741.89,12444.63,89740.11
228022810_1,12426.25,89746.82,12435.735,89745.035,12445.22,89743.25
228022815#0_0,10995.15,88011.17,10995.57,88062.64749999999,10996.27,88139.13
228022815#2_0,10996.4,88153.73,10997.026666666667,88222.77,10997.51,88274.34
228022815#4_0,10997.64,88288.85,10998.17,88349.84,10998.7,88410.83
228022815#5_0,10998.83,88425.42,10999.385,88486.935,10999.94,88548.45
228022815#6_0,11000.08,88563.05,11000.38,88597.47333333333,11000.97,88665.33
228022818#0_0,11287.17,89798.14,11296.0,89820.93666666666,11298.38,89827.05
24430153#0_0,11765.34,89177.05,11759.2025,89130.39,11748.63,89046.19
24452776_0,12513.91,89699.66,12514.435,89702.01000000001,12514.96,89704.36
24452776_1,12510.78,89700.35,12511.305,89702.705,12511.83,89705.06
24452779#0_0,12396.64,88106.54,12307.0,88109.50666666667,12243.6,88111.6
24452782#4_0,11430.88,88535.66,11428.013333333334,88465.05,11425.93,88413.64
24452782#6_0,11425.35,88399.18,11420.130000000001,88270.29999999999,11414.91,88141.42
24452782#7_0,11414.33,88126.95,11411.269999999999,88064.75666666667,11407.43,87996.41
24452783#0_0,11289.57,88939.79,11281.36125,88849.17125000001,11274.59,88775.27
24452786#0_0,11842.91,88453.91,11829.9525,88395.4375,11817.61,88339.44
24452786#3_0,11815.6,88325.43,11809.214,88222.298,11803.51,88130.19
24452786#7_0,11802.89,88115.61,11801.382500000002,88048.5575,11799.87,87981.5
24452804_0,11522.95,89053.25,11532.71,89101.63,11542.47,89150.01
250710092#0_0,11534.53,89171.39,11464.246666666666,89188.12333333334,11357.63,89213.5
250710092#0_1,11533.79,89168.28,11463.51,89185.01000000001,11356.9,89210.39
250710092#2_0,11343.29,89216.92,11214.775,89247.4625,11131.75,89267.04
250710092#2_1,11342.55,89213.81,11214.039999999999,89244.345,11131.03,89263.92
250710098#0_0,11569.69,89326.78,11494.06,89349.90000000001,11400.15,89380.99
250710098#1_0,11385.43,89386.18,11326.25,89407.4,11267.07,89428.62
